"id","display_name"
"10101200006","AK47-Lữ Bố"
"10102110006","M4A1-Gia Cát Lượng"
"10140006006","MK47-Lưu Bị"
"10601011006","USP-Lưu Bị"
"10702067006","Dual Sword-Lưu Bị"
"10101103006","AK47-Triệu Vân"
"10603006006","Mauser M1896-Triệu Vân"
"10706033006","Silver Pike-Triệu Vân"
"10305010006","Gatling Gun-Trương Phi"
"10602061006","FX Air Pistol-Trương Phi"
"10706018006","Snake Spear"
"10102088006","M4A1-Quan Vũ"
"10609007006","Glock18-Quan Vũ"
"10741003006","Dragon Blade-Quan Vũ"
"10801244001","Grenade-Gia Cát Lượng"
"10803089001","Smoke-Gia Cát Lượng"
"10802102001","Flashbang-Gia Cát Lượng"
"10806013001","Molotov-Gia Cát Lượng"
"10801252001","Grenade-Quan Vũ"
"10802110001","Flashbang-Quan Vũ"
"10803096001","Smoke-Quan Vũ"
"10801104001","AK47-Born Beast-Noble Gold Grenade"
"10801081001","AK47-Iron Beast-Noble Gold Grenade"
"10801126001","Grenade-Born Beast-A-Noble Gold"
"10101006006","AK47-Beast"
"10602015006","Desert Eagle-Beast"
"10704009006","Kukri-Beast"
"10101005006","AK47-Iron Beast"
"10602030006","Desert Eagle-Iron Beast"
"10703012006","B.C Axe-Iron Beast"
"10202003006","Barrett M82A1-Born Beast"
"10602005006","Desert Eagle-Born Beast"
"10706009006","Keris-Born Beast"
"10102006006","M4A1-Born Beast"
"10617004006","Dual Double Barrel-Born Beast"
"10702030006","Laser Dagger-Born Beast"
"10102005006","M4A1-Iron Beast"
"10801055001","Grenade-Beast"
"10802006001","Flashbang-Beast"
"10803008001","Smoke-Beast"
"10801059001","Grenade-Born Beast"
"10802008001","Flashbang-Born Beast"
"10803010001","Smoke-Born Beast"
"10801115001","Grenade-Born Beast-A"
"10802037001","Flashbang-Born Beast-A"
"10803027001","Smoke-Born Beast-A"
"10806007001","Molotov-Born Beast-A"
"10703008006","B.C Axe-Transformer Beast"
"10704004006","Kukri-Dragon"
"10705005006","Knuckle2-Infernal Dragon"
"10703005006","B.C Axe-Beast"
"10101239006","AK47-Spring-Alpha"
"10101240006","AK47-Spring"
"10101012006","AK47-Beast-Alpha"
"10102025006","M4A1-Predator"
"10202005006","Barrett M82A1-Iron Shark"
"10201055006","AWM-Angel"
"10403007006","MK5-Mechanical Era"
"10321003006","QBB95-Ancient War"
"10120017006","QBZ03-Knife-Jade Flower"
"10102193006","M4A1-S-Born Beast Ice Soul"
"10305013006","Gatling Gun-Snake"
"10211012006","98K-Blood Moon"
"10404002006","Thompson-Infernal Dragon"
"10617016006","Dual Double Barrel-Future Soldier"
"10405006006","Dual Steyr TMP-Angel"
"10515013006","KSG-Angel"
"10101035006","AK47-Anubis"
"10201003006","AWM-Infernal Dragon"
"10104020006","SCAR Light-N22"
"10101245006","AK47-Mộc Lan"
"10101202006","AK47-Born Beast Blood Warrior"
"10101214006","AK47-Legends of Huaxia​​"
"10102181006","M4A1-S-Steel Empire"
"10101119006","AK47-Steel Empire"
"10101147006","AK47-Angel"
"10102036006","M4A1-Angel"
"10120008006","QBZ03-Jewelry"
"10615006006","QSZ92-Jewelry"
"10719006006","Nunchaku-Jewelry"
"10704019006","Blood Moon"
"10102121006","M4A1-S-Chameleon"
"10104011006","SCAR-Dark Knight"
"10202031006","Barrett M82A1-Jewelry"
"10602010006","Desert Eagle-Thunder"
"10707008006","Shovel-Born Beast"
"10801038001","Grenade-Predator"
"10101258006","AK47-S-Rifle Knife"
"10703023006","Blood Sun"
"10101166006","AK47-Legendary Red"
"10102182006","M4A1-S-Transformer Virgo"
"10403012006","MK5-Iron Shark"
"10206005006","M200-Dominator"
"10628006006","MK23-Dominator"
"10702054006","Dagger-Dominator"
"10614004006","COP 357-Iron Beast"
"10104016006","SCAR Light-White Tiger"
"10202073006","Barrett M82A1-Winter-Alpha"
"10202074006","Barrett M82A1-Winter"
"10140004006","MK47-Yun"
"10413006006","P90-Dilophosaurus"
"10628008006","MK23-Dilophosaurus"
"10705044006","Dual Karambit-Dilophosaurus"
"10414006006","CZS2-Heartbeat Dimension-Alpha"
"10102209006","M4A1-Born Beast II"
"10614013006","COP 357-Born Beast II"
"10705032006","Knuckle2-Infernal Dragon-Born Beast II"
"10505007006","AA12-Gaming Glory"
"10607023006","Anaconda-Gaming Glory"
"10704037006","Kukri-Gaming Glory"
"10101024006","AK47-Born Beast-Alpha"
"10607005006","Anaconda-Born Beast-Alpha"
"10707003006","Shovel-Born Beast-Alpha"
"10801192001","Wide Grenade-Born Beast II"
"10802070001","Flashbang-Born Beast II"
"10803055001","Smoke-Born Beast II"
"10802089001","Flashbang-Iron Beast"
"10803079001","Smoke-Iron Beast"
"10102244006","M4A1-Iron Wolf"
"10148002006","QBZ191-Golden Armor Tiger Roar"
"10706056006","Spear-Mộc Lan"
"10607043006","Modified Glock-Mộc Lan"
"10140002006","MK47-Mechanical Era"
"10102111006","M4A1-Beast-Sakura-1st"
"10102112006","M4A1-Beast Sakura II"
"10101112006","AK47-Gladiator Sakura I"
"10101114006","AK47-Gladiator Sakura-Pinnacle"
"10101167006","AK47-Anubis Sakura I"
"10101169006","AK47-Anubis Sakura-Pinnacle"
"10107007006","AUG-Mechanical Era"
"10628003006","MK23-Mechanical Era"
"10704036006","Kukri-Mechanical Era"
"10801120001","Grenade-Mechanical Era"
"10802042001","Flashbang-Mechanical Era"
"10803030001","Smoke-Mechanical Era"
"10802005001","Flashbang-Predator"
"10803006001","Smoke-Predator"
"10120005006","QBZ03-Born Beast"
"10302002006","RPK-Inferno Dragon"
"10102032006","M4A1-Jewelry"
"10104008006","SCAR-Dark Knight-Alpha"
"10105003006","AN94-Smilodon"
"10110004006","M14EBR-Born Beast-Alpha"
"10305005006","Dual Gatling Gun-Bastion"
"10102171006","M4A1-Gaming Glory"
"10510004006","Dual Desperado-Armoured Beast"
"10602055006","Desert Eagle-Armoured Beast"
"10702034006","I.A. Sword-Armoured Beast"
"10101224006","AK47-Predator"
"10109008006","9A91-Predator"
"10120012006","QBZ03-Predator"
"10408007006","QCW05-Predator"
"10625001006","CZ75-Predator"
"10738002006","Jungle Knife-Predator"
"10123010006","HK416-Iron Shark"
"10515014006","KSG-Iron Shark"
"10321002006","QBB95-Iron Shark"
"10702036006","Butterfly Knife-Iron Shark"
"10629001006","Dual Colt1911-Iron Shark"
"10110016006","M14EBR-El Dorado"
"10109017006","9A91-El Dorado"
"10209004006","QBU09-El Dorado"
"10602029006","Desert Eagle-El Dorado"
"10503004006","Armsel Striker-El Dorado"
"10702087006","Butterfly Knife-El Dorado"
"10138002006","QBZ19-Angel"
"10221002006","TAC-Angel"
"10318003006","Lewis Gun-Angel"
"10103006006","QBZ95-Angel"
"10615007006","QSZ92-Angel"
"10719007006","Nunchaku-Angel"
"10706010006","Greatsword-Angel"
"10803059001","Smoke-Angel"
"10802073001","Flashbang-Angel"
"10801200001","Grenade-Angel"
"10519002006","M1216-Blood Moon"
"10414008006","CZS2-Blood Moon"
"10318002006","Lewis Gun-Blood Moon"
"10602134006","FX Air Pistol-Blood Moon"
"10101053006","AK47-Earl Royal"
"10405009006","Steyr TMP-Demon"
"10113006006","M16-Demon"
"10105028006","AN94-Terracotta Army"
"10110019006","M14EBR-Stalker"
"10102139006","M4A1-Red Knife Beast"
"10505008006","AA12-Iron Beast"
"10202010006","Barrett M82A1-Iron Beast"
"10801225001","Grenade-Iron Beast"
"10710007006","Thunderbolt Hammer-Iron Beast"
"10801141001","Grenade-Gaming Glory"
"10802051001","Flashbang-Gaming Glory"
"10803038001","Smoke-Gaming Glory"
"10802025001","Flashbang-Armoured Beast"
"10803023001","Smoke-Armoured Beast"
"10801110001","Grenade-Armoured Beast"
"10103016006","QBZ95-Armoured Beast"
"10209006006","QBU09-Armoured Beast"
"10601005006","USP-Transformer Beast"
"10703049006","B.C Axe-Autumn-Alpha"
"10703050006","B.C Axe-Autumn"
"10704049006","Kukri-Ice"
"10602103006","Desert Eagle-Ice"
"10102194006","M4A1-Ice"
"10102011006","M4A1-Beast"
"10405015006","Steyr TMP-Armoured Beast"
"10515004006","KSG-Born Beast"
"10101175006","AK47-Gaming Glory"
"10201047006","AWM-Gaming Glory"
"10206010006","M200-Heartbeat Dimension-Alpha"
"10614019006","COP 357-Red Qipao"
"10614011006","COP 357-Titanium Beast"
"10139002006","G36-Mechanical Era"
"10102250006","M4A1-Fury Beast"
"10601008006","USP-Fury Beast"
"10741007006","Dragon Blade-Fury Beast"
"10202071006","Barrett M82A1-Iron Shark-JNS-Sports"
"10102108006","M4A1-Tournament Spirit"
"10602078006","Desert Eagle-Tournament Spirit"
"10101118006","AK47-Tournament Spirit"
"10139004006","G36-Tournament Spirit"
"10703028006","B.C Axe-Tournament Spirit"
"10802047001","Flashbang-Tournament Spirit"
"10803035001","Smoke-Tournament Spirit"
"10801133001","Grenade-Tournament Spirit"
"10801165001","Grenade-Fury Beast"
"10803046001","Smoke-Fury Beast"
"10802059001","Flashbang-Fury Beast"
"10101196006","AK47-Fury Beast"
"10102199006","M4A1-Beast Jade-Zihan"
"10202035006","Barrett M82A1-Born Beast-The Fates GR"
"10102132006","M4A1-Iron Beast-Laura"
"10101264006","AK47-Titanium Beast"
"10415002006","M12S-Titanium Beast"
"10704048006","Kukri-Titanium Beast"
"10801172001","Wide Grenade-Titanium Beast"
"10803048001","Smoke-Titanium Beast"
"10802063001","Flashbang-Titanium Beast"
"10408005006","QCW05-Future Soldier"
"10202014006","Barrett M82A1-Gun Girl"
"10102079006","M4A1-Gun Girl"
"10120014006","QBZ03-Gun Girl"
"10408009006","QCW05-Gaming Glory"
"10102041006","M4A1-Ranger"
"10101054006","AK47-Ranger"
"10201032006","AWM-Ranger"
"10109013006","9A91-Ranger"
"10602038006","Desert Eagle-Ranger"
"10707018006","Shovel-Ranger"
"10101205006","AK47-Poseidon"
"10602102006","Desert Eagle-Poseidon"
"10711004006","Trident-Poseidon"
"10501010006","VEPR12-Zeus"
"10609017006","Glock18-Zeus"
"10706049006","Thunder Scepter-Zeus"
"10102202006","M4A1-Hades"
"10617011006","Dual Double Barrel-Hades"
"10703037006","Scythe-Hades"
"10101234006","AK47-Pterosaur"
"10633002006","MAC-10-Pterosaur"
"10705041006","Bladed Knuckles-Pterosaur"
"10521002006","M1216-T-Rex"
"10607045006","Anaconda-T-Rex"
"10703052006","B.C Axe-T-Rex"
"10211017006","98K-Dragonfly"
"10609022006","Glock-Dragonfly"
"10704074006","Kukri-Dragonfly"
"10412002006","CBJ-MS-Magic Circle"
"10603011006","Mauser M1896-Magic Circle"
"10754002006","Chainsaw-Magic Circle"
"10221007006","TAC-Fury Beast"
"10102190006","M4A1-Titanium Beast"
"10202064006","Barrett M82A1-Titanium Beast"
"10703038006","B.C Axe-Beast-Born Beast II"
"10703042006","Ancient Axe"
"10101051006","AK47-Gladiator"
"10101098006","AK47-Rush"
"10102116006","M4A1-Rush"
"10202032006","Barrett M82A1-Angela"
"10229003006","VSK-94-Chiyou"
"10801227001","Wide Grenade-Unlimited"
"10623008006","Colt1911-Sơn Hải Kinh"
"10225003006","GM6-War Storm"
"10318005006","Lewis Gun-Star Ark"
"10221005006","TAC-Qing"
"10413004006","P90-Rabbit"
"10145003006","G3A3-Glaze"
"10147002006","QBZ97-Lan"
"10625010006","CZ75-Dragon Mountain"
"10609010006","Modified Glock-Beast"
"10105014006","AN94-Smilodon-Neon"
"10201031006","AWM-Cyber"
"10409003006","American 180-Hell Phoenix"
"10602129006","Dual Desert Eagle-Thunder Beast"
"10704067006","Dual Kukri-Thunder Beast"
"10602136006","Desert Eagle-Born Beast Morax"
"10405016006","Steyr TMP-Butterfly"
"10141003006","SKS-Medusa"
"10750002006","Soulstealer"
"10305017006","Gatling Gun-Starship"
"10211015006","98K-Satellite"
"10211008006","98K-Born Beast"
"10703039006","B.C Axe-Steel Empire"
"10201049006","AWM-Red Frame Hawk"
"10110009006","M14EBR-Born Beast"
"10225005006","GM6-Mechanical Era"
"10101136006","AK47-Chameleon"
"10307008006","KAC-Chameleon"
"10202040006","Barrett M82A1-Chameleon"
"10602063006","Dual Desert Eagle-Chameleon"
"10704030006","Dual Kukri-Chameleon"
"10601010006","USP-Steel Empire"
"10101028006","AK47-Born Beast"
"10415003006","M12S-Gun Girl"
"10607006006","Anaconda-Born Beast"
"10102216006","M4A1-Heartbeat Dimension"
"10206011006","M200-Heartbeat Dimension"
"10414007006","CZS2-Heartbeat Dimension"
"10102113006","M4A1-Beast Sakura-Pinnacle"
"10710012006","Thunder's Wrath"
"10801101001","Molotov-Ranger"
"10802017001","Flashbang-Ranger"
"10803015001","Smoke-Ranger"
"10504003006","Golden Shark"
"10706047006","Dynasty Sword-Glory"
"10705010006","Bladed Knuckles-Black Dragon"
"10102071006","M4A1-Anubis"
"10320007006","MG36-Dark Knight-Alpha"
"10702096006","Knife Ultimate Goldsmith"
"10101174006","AK47-Lucky Day"
"10101287006","AK47-Steel Frenzy"
"10102086006","M4A1-Overlimit Engine"
"10101110006","AK47-Shade Turbo"
"10302008006","RPK-Medusa"
"10320002006","MG36-Born Beast"
"10606009006","Pháo Rồng Sữa"
"10803127001","Smoke-Rồng Sữa"
"10318007006","Lewis Gun-Steel Frenzy"
"10607029006","Python-Firepower-Alpha"
"10602064006","Dual Desert Eagle-Drake"
"10706065006","Keris-Earl"
"10101060006","AK47-Emrald Rebirth"
"10101223006","AK47-Predator-Alpha"
"10102162006","M4A1-Red Knife Beast-Alpha"
"10102151006","M4A1-Stealth"
"10501008006","SPAS-12-Blue Honor"
"10806005001","Molotov-White Dew Tea"
"10607019006","Anaconda-Blue Honor"
"10202056006","Barrett M82A1-Born Beast-Beta"
"10101076006","AK47-Born Beast-Beta"
"10101201006","AK47-Born Beast Blood Warrior-Beta"
"10102144006","M4A1-Iron Beast-Beta-Prototype"
"10102179006","M4A1-Born Beast-Beta"
"10102192006","M4A1-S-Born Beast Ice Soul-Beta"
"10201046006","AWM-Infernal Dragon-Beta"
"10602093006","Desert Eagle-El Dorado-Beta"
"10607008006","Anaconda-Born Beast-Beta"
"10704033006","Kukri-Dragon-Beta"
"10707012006","Shovel-Born Beast-Beta"
"10102160006","M4A1-Azure Dragon-Beta"
"10405019006","Steyr TMP-Death Eye"
"10702028006","Butterfly Knife-Gold"
"10413003006","P90-Rabbit-Alpha"
"10141002006","SKS-Medusa-Alpha"
"10405013006","Steyr TMP-Luna-Gold"
"10503003006","Armsel Striker-Oriental Phoenix-Gold"
"10102107006","M4A1-S-Gold"
"10102159006","M4A1-Blue Silver Dragon"
"10120010006","QBZ03-Invincible Dragon"
"10211006006","Kar 98K-Invincible Dragon"
"10103013006","QBZ95-Invincible Dragon"
"10101082006","AK47-Invincible Dragon"
"10602003006","Desert Eagle-Gold"
"10707010006","Shovel-Eternal Dragon"
"10101007006","AK47-Gold"
"10801065001","Grenade-Iron Mace"
"10102038006","M4A1-Gilt"
"10607004006","Anaconda-Gilt"
"10707005006","Shovel-Gilt"
"10202009006","Barrett M82A1-Noble Dragon"
"10603003006","M1896-Noble Dragon"
"10703007006","B.C Axe-Noble Dragon"
"10101029006","AK47-Earl"
"10102069006","M4A1-Earl"
"10601003006","USP-Earl"
"10403016006","Dog Gun"
"10403017006","Horse Gun"
"10110011006","M14EBR-Gold"
"10601004006","USP-Gold"
"10607044006","Anaconda-Gold"
"10703027006","B.C Axe-Gold"
"10402004006","Dual UZI-Gold"
"10738012006","Jungle Knife-Gold"
"10401010006","MP5-Gold"
"10628001006","MK23-Blue Crack"
"10627001006","Air Pistol"
"10801121001","Grenade-Gold"
"10801134001","Grenade-Mini"
"10801193001","Grenade-AI"
"10802078001","Flashbang-Container"
"10802081001","Flashbang-Angler Fish"
"10806018001","Molotov-Fire Fish"
"10704003006","Kukri-Ultimate Gold"
"10102122006","M4A1-Royal Blue Gold Dragon"
"10602045006","Desert Eagle-Royal Blue Gold Dragon"
"10101108006","AK47-Royal Blue Gold Dragon"
"10102042006","M4A1-SSS"
"10101011006","AK47-A-Gold"
"10303002006","MG3-Gold"
"10101120006","AK47-Night Stalker"
"10704015006","Kukri-Nightblade"
"10704035006","Kukri-Mini"
"10751001006","Grim Reaper-Crystal"
"10801103001","Grenade-Shark"
"10101093006","AK47-Blue Pottery-Gold"
"10802026001","Flashbang-Multicolored Stone"
"10703003006","B.C Axe-Beast-Alpha"
"10202084006","Barrett M82A1-Beast Dragon"
"10502002006","Jack Hammer-Gold"
"10148003006","QBZ191-Golden Armor Tiger Roar-Alpha"
"10803007001","Smoke-Egg"
"10803065001","Smoke-Container"
"10801206001","Grenade-Container"
"10145002006","G3A3-Glaze-Alpha"
"10219001006","Barrett M82A1-Royal Blue Gold Dragon"
"10707020006","Shovel-Royal Blue Gold Dragon"
"10102050006","M4A1-XM-Winner"
"10101036006","AK47-SSS"
"10209003006","QBU09-Winner"
"10505003006","AA12-Buster"
"10101030006","AK47-Multiflora"
"10101031006","AK47-Noble Dragon"
"10102066006","M4A1-XS-Eternal Dragon"
"10202017006","Barrett M82A1-Eternal Dragon"
"10101183006","AK47-Pro Max"
"10102198006","M4A1-Pro Max"
"10602090006","Desert Eagle-Pro Max"
"10137001006","M4A1-Mini"
"10101148006","AK47-Mini"
"10602079006","Desert Eagle-Mini"
"10404004006","Thompson-Gilt"
"10201017006","AWM-Gilt"
"10101034006","AK47-Gilt"
"10120016006","QBZ03-Beast Dragon"
"10607031006","Anaconda-Beast Dragon"
"10705046006","Dragon Claws-Beast Dragon"
"10802094001","Flashbang-Beast Dragon"
"10307007006","KAC ChainSAW-Titan"
"10226001006","SR25-Titan"
"10602108006","Desert Eagle-Titan"
"10705033006","Mega Titan Fists-Inferno"
"10105019006","AN94-Ultimate Gold"
"10206016006","M200-Ultimate Gold"
"10102008006","M4A1-Ultimate Gold"
"10516007006","687 EELL Diamond Pigeon-Oboe"
"10405008006","Steyr TMP-Eternal Dragon"
"10614002006","COP 357-Eternal Dragon"
"10303011006","MG3-Sunny"
"10104018006","SCAR-Electric Organ"
"10202049006","Barrett M82A1-Mini"
"10202058006","Barrett M82A1-Pro Max"
"10134001006","Zero-Gold"
"10702003006","Light Blade"
"10716001006","Queen Bee Whipblade"
"10706012006","Hammer-Pixel"
"10104013006","SCAR-Esports Glory"
"10102163006","M4A1-Esports Glory"
"10221004006","TAC-Qing-Alpha"
"10318004006","Lewis Gun-Star Ark-Alpha"
"10225002006","GM6-War Storm-Alpha"
"10623007006","Colt1911-Sơn Hải Kinh-Alpha"
"10229002006","VSK-94-Chiyou-Alpha"
"10120011006","QBZ03-Nightblade"
"10628002006","MK23-Nightblade"
"10719005006","Nunchaku-Gold"
"10614006006","COP 357-Gold"
"10101095006","AK47-Multiflora-Gold"
"10737002006","Jungle Knife-Knight Blue-Gold"
"10102029006","M4A1-Anonymous"
"10726001006","Pan-Gold"
"10105025006","AN94-Laptop"
"10609021006","Modified Glock-Tactical Power Strip"
"10801233001","Wide Grenade-Sniper"
"10801241001","Grenade-Douyin"
"10806012001","Molotov-Douyin"
"10803088001","Smoke-Douyin"
"10802101001","Flashbang-Douyin"
"10743001006","Machete-Titanium"
"10101151006","AK47-Devil Wing"
"10711001006","Trident"
"10403015006","MK5-Connotation Mystery"
"10714003006","Spring Festival Feather Duster"
"10211014006","98K-Fantasy Punk"
"10605001006","Crossbow-Transformers"
"10614001006","Particle Cannon"
"10702002006","Phoenix"
"10702006006","Invisible Assassin Sword-Ultimate Gold"
"10702011006","Lightspeed Dualblades"
"10702026006","Invisible Assassin Sword-Ice Crystal"
"10705001006","Titan Gloves"
"10705003006","Dragon Claws"
"10706001006","Thunder Blade"
"10706004006","Sword-Doom"
"10706006006","Thunder Blade-Gold"
"10708004006","Bad Jokes Staff"
"10711003006","Trident-Poseidon"
"10715001006","Loulan Dual Spears"
"10724001006","Brick-Gold"
"10803069001","Octopus Smoke"
"10201004006","AWM-A-Gold"
"10705042006","Knuckles-Half Moon Tambourine"
"10502010006","Jack Hammer-Confession"
"10614009006","COP 357-Sakura"
"10801105001","Grenade-Booming"
"10802020001","Flashbang-Happy Sound"
"10304006006","M249-Born Beast"
"10702016006","Golden Slippers"
"10305018006","Gatling Gun-Gold"
"10603004006","Mauser M1896-Gold"
"10751003006","Golden Soccer Trophy"
"10602125006","Chalk Pistol"
"10750007006","Cute Puppy on Beach"
"10101215006","Gold Trumpet"
"10635001006","Taser"
"10305019006","Gatling Gun-Pencil Sharpener"
"10102217006","M4A1-Ferocious Tiger"
"10601013006","USP-Carnival Corgi"
"10101241006","Bull AK47"
"10751004006","Arcade Plane"
"10751005006","Paper Shuriken"
"10707041006","Hand Clapper Toy"
"10738013006","Toy Folding Knife"
"10706058006","Battle Club-Naughty Bunny"
"10609018006","Glock-Harmonica"
"10606006006","Croaking Cannon"
"10101058006","AK47-Soccer Babe"
"10801195001","Grenade-Chalk"
"10201042006","AWM-Spearfish"
"10801149001","Grenade-Ice Town"
"10803041001","Smoke-Ice Town"
"10802054001","Flashbang-Ice Town"
"10704006006","Kukri-Glory"
"10602013006","Desert Eagle-Glory"
"10201014006","AWM-Glory"
"10112001006","M14EBR-Royal Fire"
"10101025006","AK47-Glory"
"10102026006","M4A1-Glory"
"10305002006","Gatling Gun-Volcano"
"10501004006","XM1014-Royal Fire"
"10404005006","Thompson-Blue Pottery"
"10623003006","Dual Colt1911-Volcano"
"10803054001","Smoke-Ultimate Silversmith"
"10102077006","M4A1-Blue Crystal"
"10602031006","Desert Eagle-Blue Crystal"
"10703014006","B.C Axe-Blue Crystal"
"10801075001","Grenade-Chilli"
"10802039001","Flashbang-Beijing Opera-Mo"
"10803018001","Smoke-Lucky Rat"
"10101009006","AK47-Wukong"
"10303006006","MG3-Wukong"
"10102024006","M4A1-Ice-Alpha"
"10602009006","Desert Eagle-Wukong"
"10602012006","Desert Eagle-Ice-Alpha"
"10708001006","Jin Gu Bang"
"10704005006","Kukri-Ice-Alpha"
"10102103006","M4A1-S-Gold Phoenix"
"10201030006","AWM-Gold Phoenix"
"10704018006","Kukri-Gold Phoenix"
"10102243006","M4A1-Gold Black Dragon"
"10211009006","Kar 98K-Gold Black Dragon"
"10607036006","Anaconda-Gold Black Dragon"
"10202021006","Barrett M82A1-Ancient Dragon"
"10703017006","B.C Axe-Ancient Dragon"
"10702012006","Butterfly Knife"
"10105006006","AN94-Arnuvo"
"10602066006","Desert Eagle-Finger Pistol"
"10602069006","Desert Eagle-Comic"
"10510002006","Serbu Super Shorty-Knight Blue"
"10801086001","Wide Grenade-Gold Phoenix"
"10201005006","AWM-Blue Pottery"
"10202002006","Barrett M82A1-Royal Dragon"
"10303005006","MG3-Legend Dragon"
"10303003006","MG3-Perfect Silver"
"10502004006","Jack Hammer-Mutant Killer"
"10503002006","Armsel Striker-Oriental Phoenix"
"10506001006","M37-Thug"
"10602004006","Desert Eagle-Blue Pottery"
"10602007006","Desert Eagle-Jasmine"
"10602006006","Desert Eagle-Chaos Dragon"
"10602002006","Desert Eagle-Winter Land"
"10703004006","B.C Axe-Jasmine"
"10704002006","Kukri-Royal Dragon"
"10801032001","Molotov"
"10405003006","Steyr TMP-SS"
"10110003006","M14EBR-Oriental Phoenix"
"10602039006","Desert Eagle-Gold Phoenix"
"10405004006","Steyr TMP-Luna"
"10110018006","M14EBR-Neon"
"10710002006","Inflatable Hammer"
"10703010006","B.C Axe-Fire Hawk"
"10704007006","Kukri-Peony"
"10602014006","Desert Eagle-Peony"
"10101047006","AK47-Fire Hawk"
"10102058006","M4A1-Fire Hawk"
"10101026006","AK47-Peony"
"10102028006","M4A1-Peony"
"10202007006","Barrett M82A1-Spring Thunder"
"10603002006","Mauser M1896"
"10101010006","AK47-Blue Pottery"
"10102010006","M4A1-Blue Pottery"
"10305004006","Gatling Gun-Blue Pottery"
"10607003006","Anaconda-Blue Pottery"
"10707013006","Shovel-Blue Pottery"
"10206008006","M200-Bumblebee"
"10615005006","QSZ92-Hawaiian"
"10705031006","Dual Karambit-Rainbow"
"10734001006","Baton-Hawaiian"
"10124001006","Type-56-Hawaiian"
"10405011006","Steyr TMP-Valentine"
"10702027006","Laser Dagger-Valentine"
"10607015006","Anaconda-Royal Gold"
"10215001006","Savage 110BA-Chill"
"10603005006","Mauser M1896-Sakura"
"10703009006","B.C Axe-Falling Snow"
"10801170001","SWF Doll Grenade"
"10802038001","Flashbang-Beijing Opera Blue"
"10101139006","AK47-Comic"
"10123004006","HK417-Elite-Eternal Dragon"
"10103004006","QBZ95-Libra"
"10107004006","AUG-Leo"
"10109005006","9A91-Scorpius"
"10110005006","M14EBR-Taurus"
"10401005006","MP5-Aries"
"10402002006","UZI-Virgo"
"10502005006","Jack Hammer-Capricorn"
"10302006006","RPK-Sagittarius"
"10206002006","M200-Aquarius"
"10602016006","Desert Eagle-Pisces"
"10702008006","Dual Invisible Assassin Knife-Gemini"
"10705006006","Scythe Crab Claws-Cancer"
"10101032006","AK47-Mosaic"
"10102049006","M4A1-Commander"
"10130002006","AK103-Red Stripe"
"10212001006","MR1-Mercury"
"10746001006","Dual Karambit-Mars"
"10508004006","Hawk Type 92-Jupiter"
"10609008006","Modified Glock-Saturn"
"10408003006","QCW05-Uranus"
"10103014006","QBZ95-Neptune"
"10625005006","Gaming Controller"
"10714002006","Squawking Chicken"
"10801026001","Wide Grenade-Ultimate Gold"
"10801023001","Grenade-Emerald"
"10702055006","Thorny Rose"
"10702032006","KNIFE-Knight"
"10702009006","Ultimate Gold"
"10702029006","Assisted Knife"
"10702022006","Bowie Knife"
